Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_H,Type_L,Type_M,Temperature Difference,Machine Failure,Horse Power,Machine Failure(2)
2672,11.8,124,True,False,False,True,False,False,False,True,False,8.800000000000011,1,31529.6,1
1270,65.3,182,True,False,False,False,True,False,False,True,False,9.199999999999989,1,82931.0,1
1530,37.3,207,True,True,False,False,False,False,False,True,False,9.100000000000025,1,57068.99999999999,1
1377,46.8,166,True,False,True,False,False,False,False,True,False,8.599999999999966,1,64443.6,1
1377,47.3,22,True,False,True,False,False,False,False,True,False,8.5,1,65132.1,1
1379,49.3,34,True,False,True,False,False,False,False,True,False,8.599999999999966,1,67984.7,1
1360,44.0,67,True,False,True,False,False,False,False,False,True,8.599999999999966,1,59840.0,1
1326,59.1,88,True,False,True,False,False,False,False,False,True,8.5,1,78366.6,1
1366,48.4,130,True,False,True,False,False,False,True,False,False,8.599999999999966,1,66114.4,1
1629,34.4,228,True,True,False,False,False,False,True,False,False,8.899999999999977,1,56037.6,1
2709,9.7,2,True,False,False,True,False,False,False,False,True,8.900000000000034,1,26277.3,1
1442,59.8,169,True,False,False,True,False,False,False,True,False,8.899999999999977,1,86231.59999999999,1
1227,68.2,187,True,False,False,False,True,False,False,False,True,9.0,1,83681.40000000001,1
1454,59.2,153,True,False,False,True,False,False,False,True,False,9.099999999999966,1,86076.8,1
1351,60.3,207,True,False,False,False,True,False,False,False,True,8.899999999999977,1,81465.3,1
1383,50.3,231,True,False,False,False,True,False,False,True,False,8.800000000000011,1,69564.9,1
1615,29.0,235,True,True,False,False,False,False,False,True,False,8.800000000000011,1,46835.0,1
2691,12.1,31,True,False,False,True,False,False,False,True,False,9.100000000000025,1,32561.1,1
1331,68.6,85,True,False,False,True,False,False,False,True,False,8.700000000000045,1,91306.6,1
1294,62.4,101,True,False,True,False,False,False,True,False,False,8.599999999999966,1,80745.59999999999,1
1357,58.0,108,True,False,True,False,False,False,False,True,False,8.399999999999977,1,78706.0,1
1336,58.2,110,True,False,True,False,False,False,False,True,False,8.399999999999977,1,77755.2,1
1376,54.9,126,True,False,True,False,False,False,False,True,False,8.5,1,75542.4,1
1370,51.7,153,True,False,True,False,False,False,False,True,False,8.5,1,70829.0,1
1340,55.7,204,True,False,False,False,True,False,False,True,False,8.600000000000023,1,74638.0,1
1325,45.1,208,True,False,True,False,False,False,False,True,False,8.599999999999966,1,59757.5,1
1376,46.3,210,True,False,True,False,False,False,False,False,True,8.599999999999966,1,63708.8,1
1364,47.8,213,True,False,True,False,False,False,False,False,True,8.599999999999966,1,65199.2,1
1286,62.8,22,True,False,True,False,False,False,False,True,False,8.5,1,80760.8,1
1311,57.4,40,True,False,True,False,False,False,False,True,False,8.5,1,75251.4,1
1331,61.2,47,True,False,True,False,False,False,False,True,False,8.5,1,81457.2,1
1373,48.0,73,True,False,True,False,False,False,False,False,True,8.5,1,65904.0,1
1212,55.6,79,True,False,True,False,False,False,False,False,True,8.399999999999977,1,67387.2,1
1370,44.4,85,True,False,True,False,False,False,False,True,False,8.5,1,60828.0,1
1263,60.6,90,True,False,True,False,False,False,False,True,False,8.5,1,76537.8,1
1346,47.5,109,True,False,True,False,False,False,False,True,False,8.400000000000034,1,63935.0,1
1355,51.5,126,True,False,True,False,False,False,False,False,True,8.400000000000034,1,69782.5,1
1346,49.2,134,True,False,True,False,False,False,False,False,True,8.400000000000034,1,66223.2,1
1349,46.1,148,True,False,True,False,False,False,False,True,False,8.5,1,62188.9,1
1362,54.8,155,True,False,True,False,False,False,False,True,False,8.300000000000011,1,74637.59999999999,1
1334,53.2,159,True,False,True,False,False,False,False,True,False,8.400000000000034,1,70968.8,1
1348,48.4,161,True,False,True,False,False,False,False,True,False,8.400000000000034,1,65243.2,1
1710,30.4,218,True,True,False,False,False,False,False,False,True,8.599999999999966,1,51984.0,1
1314,52.8,8,True,False,True,False,False,False,False,True,False,8.599999999999966,1,69379.2,1
1359,49.3,41,True,False,True,False,False,False,False,True,False,8.599999999999966,1,66998.7,1
1369,60.0,93,True,False,True,False,False,False,False,True,False,8.399999999999977,1,82140.0,1
1330,56.9,97,True,False,True,False,False,False,False,True,False,8.399999999999977,1,75677.0,1
1356,55.5,101,True,False,True,False,False,False,True,False,False,8.399999999999977,1,75258.0,1
1329,48.6,111,True,False,True,False,False,False,False,False,True,8.399999999999977,1,64589.4,1
1297,60.7,125,True,False,True,False,False,False,False,False,True,8.400000000000034,1,78727.90000000001,1
1331,52.0,154,True,False,True,False,False,False,False,True,False,8.299999999999955,1,69212.0,1
1361,45.4,174,True,False,True,False,False,False,False,True,False,8.100000000000023,1,61789.4,1
1374,48.5,180,True,False,True,False,False,False,False,True,False,8.0,1,66639.0,1
1334,61.0,182,True,False,True,False,False,False,False,False,True,8.099999999999966,1,81374.0,1
1317,49.0,187,True,False,True,False,False,False,False,True,False,8.199999999999989,1,64533.0,1
2372,13.9,205,True,False,False,True,False,False,False,False,True,8.300000000000011,1,32970.8,1
2825,5.8,215,True,False,False,True,False,False,False,True,False,8.399999999999977,1,16385.0,1
1259,63.9,20,True,False,True,False,False,False,False,True,False,8.5,1,80450.09999999999,1
1341,50.5,64,True,False,True,False,False,False,False,True,False,8.5,1,67720.5,1
1362,55.8,70,True,False,True,False,False,False,False,True,False,8.5,1,75999.59999999999,1
1326,48.2,77,True,False,True,False,False,False,False,True,False,8.5,1,63913.2,1
1386,62.7,142,True,False,False,True,False,False,False,False,True,7.699999999999989,1,86902.2,1
1280,57.3,147,True,False,True,False,False,False,True,False,False,7.800000000000011,1,73344.0,1
1379,48.2,166,True,False,True,False,False,False,False,False,True,8.0,1,66467.8,1
1442,45.3,233,True,True,False,False,False,False,False,True,False,7.899999999999977,1,65322.6,1
1355,45.1,6,True,False,True,False,False,False,False,False,True,7.899999999999977,1,61110.5,1
1368,51.6,12,True,False,True,False,False,False,False,False,True,7.900000000000034,1,70588.8,1
1353,50.9,36,True,False,True,False,False,False,False,True,False,7.800000000000011,1,68867.7,1
1331,45.5,53,True,False,True,False,False,False,False,True,False,7.800000000000011,1,60560.5,1
1326,58.5,55,True,False,True,False,False,False,False,True,False,7.800000000000011,1,77571.0,1
1358,54.6,61,True,False,True,False,False,False,False,False,True,7.700000000000045,1,74146.8,1
2676,10.8,84,True,False,False,True,False,False,False,False,True,7.599999999999966,1,28900.800000000003,1
1325,62.4,92,True,False,True,False,False,False,False,True,False,7.599999999999966,1,82680.0,1
1379,48.9,107,True,False,True,False,False,False,False,False,True,7.700000000000045,1,67433.09999999999,1
1321,52.7,134,True,False,True,False,False,False,False,True,False,7.800000000000011,1,69616.7,1
1329,50.6,148,True,False,True,False,False,False,False,True,False,7.699999999999989,1,67247.40000000001,1
1374,51.2,163,True,False,True,False,False,False,False,True,False,7.900000000000034,1,70348.8,1
1378,54.3,165,True,False,True,False,False,False,False,False,True,7.900000000000034,1,74825.4,1
1446,40.9,211,True,True,False,False,False,False,False,True,False,7.800000000000011,1,59141.4,1
1351,41.8,10,True,False,True,False,False,False,False,True,False,7.800000000000011,1,56471.8,1
1305,55.2,20,True,False,True,False,False,False,True,False,False,7.699999999999989,1,72036.0,1
1359,57.2,67,True,False,True,False,False,False,False,True,False,7.799999999999954,1,77734.8,1
1307,54.0,86,True,False,True,False,False,False,False,True,False,7.699999999999989,1,70578.0,1
1346,62.4,106,True,False,True,False,False,False,False,True,False,7.800000000000011,1,83990.4,1
1372,45.7,144,True,False,True,False,False,False,False,False,True,8.100000000000023,1,62700.4,1
1375,52.5,161,True,False,True,False,False,False,False,False,True,7.900000000000034,1,72187.5,1
1351,45.1,168,True,False,True,False,False,False,False,True,False,7.800000000000011,1,60930.1,1
1349,55.1,187,True,False,True,False,False,False,False,True,False,7.899999999999977,1,74329.90000000001,1
1349,51.2,6,True,False,True,False,False,False,False,False,True,7.900000000000034,1,69068.8,1
1369,47.5,11,True,False,True,False,False,False,False,True,False,8.0,1,65027.5,1
1275,55.0,25,True,False,True,False,False,False,True,False,False,8.100000000000023,1,70125.0,1
1312,52.2,40,True,False,True,False,False,False,False,True,False,8.099999999999966,1,68486.40000000001,1
1374,48.2,65,True,False,True,False,False,False,False,True,False,8.199999999999989,1,66226.8,1
1361,47.6,106,True,False,True,False,False,False,False,True,False,8.199999999999989,1,64783.6,1
1359,44.2,115,True,False,True,False,False,False,False,True,False,8.0,1,60067.8,1
1372,54.3,117,True,False,True,False,False,False,False,False,True,8.100000000000023,1,74499.59999999999,1
1365,56.2,146,True,False,True,False,False,False,False,True,False,8.300000000000011,1,76713.0,1
1335,53.6,164,True,False,True,False,False,False,False,False,True,8.300000000000011,1,71556.0,1
1336,52.6,172,True,False,True,False,False,False,False,True,False,8.199999999999989,1,70273.6,1
1341,51.0,174,True,False,True,False,False,False,False,True,False,8.199999999999989,1,68391.0,1
1330,53.7,200,True,False,True,False,False,False,False,False,True,8.300000000000011,1,71421.0,1
1497,46.0,234,True,True,False,False,False,False,False,True,False,8.099999999999966,1,68862.0,1
1349,51.1,9,True,False,True,False,False,False,False,True,False,8.199999999999989,1,68933.90000000001,1
1350,48.1,32,True,False,True,False,False,False,False,True,False,8.0,1,64935.0,1
1307,54.0,44,True,False,True,False,False,False,False,False,True,8.0,1,70578.0,1
1373,47.3,60,True,False,True,False,False,False,False,False,True,8.199999999999989,1,64942.9,1
1222,66.8,148,True,False,True,False,False,False,False,True,False,8.199999999999989,1,81629.59999999999,1
1337,56.8,187,True,False,True,False,False,False,False,True,False,8.300000000000011,1,75941.59999999999,1
1353,44.1,192,True,False,True,False,False,False,False,False,True,8.300000000000011,1,59667.3,1
1366,50.9,200,True,False,True,False,False,False,False,True,False,8.400000000000034,1,69529.4,1
1341,47.0,210,True,False,True,False,False,False,False,False,True,8.400000000000034,1,63027.0,1
1301,45.1,219,True,False,True,False,False,False,False,True,False,8.300000000000011,1,58675.1,1
1336,58.2,2,True,False,True,False,False,False,False,False,True,8.300000000000011,1,77755.2,1
1351,53.8,8,True,False,True,False,False,False,False,True,False,8.199999999999989,1,72683.8,1
1363,46.7,29,True,False,True,False,False,False,False,True,False,8.0,1,63652.100000000006,1
1295,51.3,51,True,False,True,False,False,False,False,True,False,8.300000000000011,1,66433.5,1
1361,46.5,62,True,False,True,False,False,False,False,True,False,8.100000000000023,1,63286.5,1
1332,52.7,66,True,False,True,False,False,False,True,False,False,8.199999999999989,1,70196.40000000001,1
2663,11.4,71,True,False,False,True,False,False,False,False,True,8.300000000000011,1,30358.2,1
1309,52.9,86,True,False,True,False,False,False,False,True,False,8.399999999999977,1,69246.09999999999,1
1344,49.3,93,True,False,True,False,False,False,False,True,False,8.399999999999977,1,66259.2,1
1371,54.6,112,True,False,True,False,False,False,True,False,False,8.599999999999966,1,74856.6,1
1401,53.0,208,True,False,False,False,True,False,False,True,False,8.400000000000034,1,74253.0,1
1521,35.9,215,True,True,False,False,False,False,False,True,False,8.600000000000023,1,54603.9,1
1366,54.5,30,True,False,True,False,False,False,False,True,False,8.5,1,74447.0,1
1377,41.6,34,True,False,True,False,False,False,False,True,False,8.5,1,57283.2,1
1315,62.0,42,True,False,True,False,False,False,False,True,False,8.5,1,81530.0,1
1298,63.9,59,True,False,True,False,False,False,False,True,False,8.5,1,82942.2,1
1316,50.9,69,True,False,True,False,False,False,False,False,True,8.400000000000034,1,66984.4,1
1363,51.8,90,True,False,True,False,False,False,False,True,False,8.400000000000034,1,70603.4,1
1337,69.4,52,True,False,False,True,False,False,False,True,False,8.800000000000011,1,92787.8,1
1284,70.6,94,True,False,False,True,False,False,False,True,False,8.899999999999977,1,90650.4,1
1359,56.8,194,True,False,False,False,True,False,False,True,False,9.0,1,77191.2,1
1256,58.7,213,True,False,False,False,True,False,False,True,False,9.300000000000011,1,73727.2,1
2497,13.0,5,True,False,False,True,False,False,False,True,False,9.300000000000011,1,32461.0,1
2659,11.4,26,True,False,False,True,False,False,False,False,True,9.199999999999989,1,30312.6,1
1271,68.6,161,True,False,False,True,False,False,True,False,False,9.199999999999989,1,87190.59999999999,1
1363,62.5,200,True,False,False,False,True,False,False,True,False,8.899999999999977,1,85187.5,1
1509,35.0,205,True,True,False,False,False,False,False,True,False,9.300000000000011,1,52815.0,1
1365,59.9,205,True,False,False,False,True,False,False,True,False,9.199999999999989,1,81763.5,1
1422,48.0,215,True,True,False,False,False,False,False,False,True,9.300000000000011,1,68256.0,1
2706,9.8,65,True,False,False,True,False,False,False,False,True,9.200000000000044,1,26518.800000000003,1
1411,53.8,246,True,False,False,False,True,False,True,False,False,9.599999999999966,1,75911.8,1
1477,46.3,251,True,False,False,False,True,False,False,True,False,9.699999999999989,1,68385.09999999999,1
1450,52.1,213,True,False,False,False,True,False,False,True,False,9.5,1,75545.0,1
1288,68.5,0,True,False,False,True,False,False,False,True,False,9.5,1,88228.0,1
1257,71.3,122,True,False,False,True,False,False,False,False,True,9.199999999999989,1,89624.09999999999,1
1404,61.5,127,True,False,False,True,False,False,False,True,False,9.299999999999956,1,86346.0,1
1290,70.0,139,True,False,False,True,False,False,False,True,False,9.5,1,90300.0,1
1369,56.2,208,True,False,False,False,True,False,False,True,False,9.5,1,76937.8,1
1671,30.5,234,True,True,False,False,False,False,False,False,True,9.800000000000011,1,50965.5,1
1356,65.3,66,True,False,False,True,False,False,False,True,False,10.199999999999989,1,88546.8,1
1339,59.1,203,True,False,False,False,True,False,False,True,False,9.899999999999975,1,79134.90000000001,1
1236,64.4,177,True,False,False,False,True,False,False,True,False,10.100000000000025,1,79598.40000000001,1
1399,58.0,190,True,False,False,False,True,False,False,True,False,10.0,1,81142.0,1
1577,37.9,227,True,True,False,False,False,False,False,True,False,9.800000000000011,1,59768.3,1
1282,67.9,10,True,False,False,True,False,False,False,True,False,9.799999999999956,1,87047.8,1
1379,57.3,204,True,False,False,False,True,False,False,True,False,9.5,1,79016.7,1
1493,37.8,206,True,True,False,False,False,False,False,True,False,9.600000000000025,1,56435.4,1
1397,45.9,210,True,True,False,False,False,False,True,False,False,9.399999999999975,1,64122.3,1
1394,46.7,210,True,True,False,False,False,False,True,False,False,9.599999999999966,1,65099.8,1
1312,65.3,192,True,False,False,False,True,False,False,True,False,9.099999999999966,1,85673.59999999999,1
1312,73.6,49,True,False,False,True,False,False,False,True,False,9.299999999999956,1,96563.2,1
1368,63.7,92,True,False,False,True,False,False,False,False,True,9.300000000000011,1,87141.6,1
1309,65.8,75,True,False,False,True,False,False,False,False,True,9.0,1,86132.2,1
1380,51.8,216,True,False,False,False,True,False,False,True,False,9.099999999999966,1,71484.0,1
1336,65.6,0,True,False,False,True,False,False,False,False,True,9.199999999999989,1,87641.59999999999,1
1441,44.3,208,True,True,False,False,False,False,False,True,False,9.300000000000011,1,63836.3,1
2636,12.2,100,True,False,False,True,False,False,False,False,True,9.599999999999966,1,32159.2,1
1461,52.9,208,True,False,False,False,True,False,False,True,False,10.400000000000034,1,77286.9,1
1322,67.2,18,True,False,False,True,False,False,False,True,False,10.599999999999966,1,88838.40000000001,1
2478,13.4,170,True,False,False,True,False,False,False,True,False,10.400000000000034,1,33205.200000000004,1
2633,12.2,17,True,False,False,True,False,False,False,True,False,10.0,1,32122.6,1
1648,30.5,217,True,True,False,False,False,False,False,True,False,9.699999999999989,1,50264.0,1
1362,60.3,206,True,False,False,False,True,False,False,True,False,10.0,1,82128.59999999999,1
1288,69.6,62,True,False,False,True,False,False,False,True,False,10.300000000000011,1,89644.79999999999,1
1692,29.0,216,True,True,False,False,False,False,False,False,True,11.399999999999975,1,49068.0,1
1372,60.1,212,True,False,False,False,True,False,False,True,False,11.299999999999956,1,82457.2,1
1524,38.9,214,True,True,False,False,False,False,False,True,False,11.300000000000011,1,59283.6,1
2579,12.5,64,True,False,False,True,False,False,False,True,False,11.199999999999989,1,32237.5,1
1381,65.2,136,True,False,False,True,False,False,False,False,True,10.899999999999975,1,90041.2,1
1255,71.8,149,True,False,False,True,False,False,False,True,False,10.800000000000011,1,90109.0,1
1296,61.3,202,True,False,False,False,True,False,False,False,True,10.600000000000025,1,79444.8,1
1270,67.5,208,True,False,False,False,True,False,False,True,False,10.699999999999989,1,85725.0,1
1336,58.4,189,True,False,False,False,True,False,False,True,False,11.100000000000025,1,78022.4,1
2097,18.9,232,True,True,False,False,False,False,False,False,True,11.0,1,39633.3,1
1368,57.9,191,True,False,False,False,True,False,False,True,False,11.300000000000011,1,79207.2,1
1272,59.2,198,True,False,False,False,True,False,False,True,False,11.400000000000034,1,75302.40000000001,1
1200,76.6,3,True,False,False,True,False,False,False,True,False,11.200000000000044,1,91920.0,1
1374,47.9,222,True,True,False,False,False,False,False,False,True,11.399999999999975,1,65814.59999999999,1
1465,59.1,91,True,False,False,True,False,False,False,True,False,11.599999999999966,1,86581.5,1
1335,57.1,194,True,False,False,False,True,False,False,True,False,11.199999999999989,1,76228.5,1
2710,9.7,143,True,False,False,True,False,False,False,False,True,11.199999999999989,1,26287.0,1
