Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_H,Type_L,Type_M,Temperature Difference,Machine Failure(2),Machine Failure
1336,58.2,110,True,False,True,False,False,False,False,True,False,8.399999999999977,1,1
1376,54.9,126,True,False,True,False,False,False,False,True,False,8.5,1,1
1370,51.7,153,True,False,True,False,False,False,False,True,False,8.5,1,1
1340,55.7,204,True,False,False,False,True,False,False,True,False,8.600000000000023,1,1
1325,45.1,208,True,False,True,False,False,False,False,True,False,8.599999999999966,1,1
1376,46.3,210,True,False,True,False,False,False,False,False,True,8.599999999999966,1,1
1364,47.8,213,True,False,True,False,False,False,False,False,True,8.599999999999966,1,1
1286,62.8,22,True,False,True,False,False,False,False,True,False,8.5,1,1
1311,57.4,40,True,False,True,False,False,False,False,True,False,8.5,1,1
1331,61.2,47,True,False,True,False,False,False,False,True,False,8.5,1,1
1373,48.0,73,True,False,True,False,False,False,False,False,True,8.5,1,1
1212,55.6,79,True,False,True,False,False,False,False,False,True,8.399999999999977,1,1
1370,44.4,85,True,False,True,False,False,False,False,True,False,8.5,1,1
1263,60.6,90,True,False,True,False,False,False,False,True,False,8.5,1,1
1346,47.5,109,True,False,True,False,False,False,False,True,False,8.400000000000034,1,1
1355,51.5,126,True,False,True,False,False,False,False,False,True,8.400000000000034,1,1
1346,49.2,134,True,False,True,False,False,False,False,False,True,8.400000000000034,1,1
1349,46.1,148,True,False,True,False,False,False,False,True,False,8.5,1,1
1362,54.8,155,True,False,True,False,False,False,False,True,False,8.300000000000011,1,1
1334,53.2,159,True,False,True,False,False,False,False,True,False,8.400000000000034,1,1
1348,48.4,161,True,False,True,False,False,False,False,True,False,8.400000000000034,1,1
1710,30.4,218,True,True,False,False,False,False,False,False,True,8.599999999999966,1,1
1314,52.8,8,True,False,True,False,False,False,False,True,False,8.599999999999966,1,1
1359,49.3,41,True,False,True,False,False,False,False,True,False,8.599999999999966,1,1
1369,60.0,93,True,False,True,False,False,False,False,True,False,8.399999999999977,1,1
1330,56.9,97,True,False,True,False,False,False,False,True,False,8.399999999999977,1,1
1356,55.5,101,True,False,True,False,False,False,True,False,False,8.399999999999977,1,1
1329,48.6,111,True,False,True,False,False,False,False,False,True,8.399999999999977,1,1
1297,60.7,125,True,False,True,False,False,False,False,False,True,8.400000000000034,1,1
1331,52.0,154,True,False,True,False,False,False,False,True,False,8.299999999999955,1,1
1361,45.4,174,True,False,True,False,False,False,False,True,False,8.100000000000023,1,1
1374,48.5,180,True,False,True,False,False,False,False,True,False,8.0,1,1
1334,61.0,182,True,False,True,False,False,False,False,False,True,8.099999999999966,1,1
1317,49.0,187,True,False,True,False,False,False,False,True,False,8.199999999999989,1,1
2372,13.9,205,True,False,False,True,False,False,False,False,True,8.300000000000011,1,1
2825,5.8,215,True,False,False,True,False,False,False,True,False,8.399999999999977,1,1
1259,63.9,20,True,False,True,False,False,False,False,True,False,8.5,1,1
1341,50.5,64,True,False,True,False,False,False,False,True,False,8.5,1,1
1362,55.8,70,True,False,True,False,False,False,False,True,False,8.5,1,1
1326,48.2,77,True,False,True,False,False,False,False,True,False,8.5,1,1
1386,62.7,142,True,False,False,True,False,False,False,False,True,7.699999999999989,1,1
1280,57.3,147,True,False,True,False,False,False,True,False,False,7.800000000000011,1,1
1379,48.2,166,True,False,True,False,False,False,False,False,True,8.0,1,1
1442,45.3,233,True,True,False,False,False,False,False,True,False,7.899999999999977,1,1
1355,45.1,6,True,False,True,False,False,False,False,False,True,7.899999999999977,1,1
1368,51.6,12,True,False,True,False,False,False,False,False,True,7.900000000000034,1,1
1353,50.9,36,True,False,True,False,False,False,False,True,False,7.800000000000011,1,1
1331,45.5,53,True,False,True,False,False,False,False,True,False,7.800000000000011,1,1
1326,58.5,55,True,False,True,False,False,False,False,True,False,7.800000000000011,1,1
1358,54.6,61,True,False,True,False,False,False,False,False,True,7.700000000000045,1,1
2676,10.8,84,True,False,False,True,False,False,False,False,True,7.599999999999966,1,1
1325,62.4,92,True,False,True,False,False,False,False,True,False,7.599999999999966,1,1
1379,48.9,107,True,False,True,False,False,False,False,False,True,7.700000000000045,1,1
1321,52.7,134,True,False,True,False,False,False,False,True,False,7.800000000000011,1,1
1329,50.6,148,True,False,True,False,False,False,False,True,False,7.699999999999989,1,1
1374,51.2,163,True,False,True,False,False,False,False,True,False,7.900000000000034,1,1
1378,54.3,165,True,False,True,False,False,False,False,False,True,7.900000000000034,1,1
1446,40.9,211,True,True,False,False,False,False,False,True,False,7.800000000000011,1,1
1351,41.8,10,True,False,True,False,False,False,False,True,False,7.800000000000011,1,1
1305,55.2,20,True,False,True,False,False,False,True,False,False,7.699999999999989,1,1
1359,57.2,67,True,False,True,False,False,False,False,True,False,7.799999999999954,1,1
1307,54.0,86,True,False,True,False,False,False,False,True,False,7.699999999999989,1,1
1346,62.4,106,True,False,True,False,False,False,False,True,False,7.800000000000011,1,1
1372,45.7,144,True,False,True,False,False,False,False,False,True,8.100000000000023,1,1
1375,52.5,161,True,False,True,False,False,False,False,False,True,7.900000000000034,1,1
1351,45.1,168,True,False,True,False,False,False,False,True,False,7.800000000000011,1,1
1349,55.1,187,True,False,True,False,False,False,False,True,False,7.899999999999977,1,1
1349,51.2,6,True,False,True,False,False,False,False,False,True,7.900000000000034,1,1
1369,47.5,11,True,False,True,False,False,False,False,True,False,8.0,1,1
1275,55.0,25,True,False,True,False,False,False,True,False,False,8.100000000000023,1,1
1312,52.2,40,True,False,True,False,False,False,False,True,False,8.099999999999966,1,1
1374,48.2,65,True,False,True,False,False,False,False,True,False,8.199999999999989,1,1
1361,47.6,106,True,False,True,False,False,False,False,True,False,8.199999999999989,1,1
1359,44.2,115,True,False,True,False,False,False,False,True,False,8.0,1,1
1372,54.3,117,True,False,True,False,False,False,False,False,True,8.100000000000023,1,1
1365,56.2,146,True,False,True,False,False,False,False,True,False,8.300000000000011,1,1
1335,53.6,164,True,False,True,False,False,False,False,False,True,8.300000000000011,1,1
1336,52.6,172,True,False,True,False,False,False,False,True,False,8.199999999999989,1,1
1341,51.0,174,True,False,True,False,False,False,False,True,False,8.199999999999989,1,1
1330,53.7,200,True,False,True,False,False,False,False,False,True,8.300000000000011,1,1
1497,46.0,234,True,True,False,False,False,False,False,True,False,8.099999999999966,1,1
1349,51.1,9,True,False,True,False,False,False,False,True,False,8.199999999999989,1,1
1350,48.1,32,True,False,True,False,False,False,False,True,False,8.0,1,1
1307,54.0,44,True,False,True,False,False,False,False,False,True,8.0,1,1
1373,47.3,60,True,False,True,False,False,False,False,False,True,8.199999999999989,1,1
1222,66.8,148,True,False,True,False,False,False,False,True,False,8.199999999999989,1,1
1337,56.8,187,True,False,True,False,False,False,False,True,False,8.300000000000011,1,1
1353,44.1,192,True,False,True,False,False,False,False,False,True,8.300000000000011,1,1
1366,50.9,200,True,False,True,False,False,False,False,True,False,8.400000000000034,1,1
1341,47.0,210,True,False,True,False,False,False,False,False,True,8.400000000000034,1,1
1301,45.1,219,True,False,True,False,False,False,False,True,False,8.300000000000011,1,1
1336,58.2,2,True,False,True,False,False,False,False,False,True,8.300000000000011,1,1
1351,53.8,8,True,False,True,False,False,False,False,True,False,8.199999999999989,1,1
1363,46.7,29,True,False,True,False,False,False,False,True,False,8.0,1,1
1295,51.3,51,True,False,True,False,False,False,False,True,False,8.300000000000011,1,1
1361,46.5,62,True,False,True,False,False,False,False,True,False,8.100000000000023,1,1
1332,52.7,66,True,False,True,False,False,False,True,False,False,8.199999999999989,1,1
2663,11.4,71,True,False,False,True,False,False,False,False,True,8.300000000000011,1,1
1309,52.9,86,True,False,True,False,False,False,False,True,False,8.399999999999977,1,1
1344,49.3,93,True,False,True,False,False,False,False,True,False,8.399999999999977,1,1
1371,54.6,112,True,False,True,False,False,False,True,False,False,8.599999999999966,1,1
1401,53.0,208,True,False,False,False,True,False,False,True,False,8.400000000000034,1,1
1521,35.9,215,True,True,False,False,False,False,False,True,False,8.600000000000023,1,1
1366,54.5,30,True,False,True,False,False,False,False,True,False,8.5,1,1
1377,41.6,34,True,False,True,False,False,False,False,True,False,8.5,1,1
1315,62.0,42,True,False,True,False,False,False,False,True,False,8.5,1,1
1298,63.9,59,True,False,True,False,False,False,False,True,False,8.5,1,1
1316,50.9,69,True,False,True,False,False,False,False,False,True,8.400000000000034,1,1
1363,51.8,90,True,False,True,False,False,False,False,True,False,8.400000000000034,1,1
1337,69.4,52,True,False,False,True,False,False,False,True,False,8.800000000000011,1,1
1284,70.6,94,True,False,False,True,False,False,False,True,False,8.899999999999977,1,1
1359,56.8,194,True,False,False,False,True,False,False,True,False,9.0,1,1
1256,58.7,213,True,False,False,False,True,False,False,True,False,9.300000000000011,1,1
2497,13.0,5,True,False,False,True,False,False,False,True,False,9.300000000000011,1,1
2659,11.4,26,True,False,False,True,False,False,False,False,True,9.199999999999989,1,1
1271,68.6,161,True,False,False,True,False,False,True,False,False,9.199999999999989,1,1
1363,62.5,200,True,False,False,False,True,False,False,True,False,8.899999999999977,1,1
1509,35.0,205,True,True,False,False,False,False,False,True,False,9.300000000000011,1,1
1365,59.9,205,True,False,False,False,True,False,False,True,False,9.199999999999989,1,1
1422,48.0,215,True,True,False,False,False,False,False,False,True,9.300000000000011,1,1
2706,9.8,65,True,False,False,True,False,False,False,False,True,9.200000000000044,1,1
1411,53.8,246,True,False,False,False,True,False,True,False,False,9.599999999999966,1,1
1477,46.3,251,True,False,False,False,True,False,False,True,False,9.699999999999989,1,1
1450,52.1,213,True,False,False,False,True,False,False,True,False,9.5,1,1
1288,68.5,0,True,False,False,True,False,False,False,True,False,9.5,1,1
1257,71.3,122,True,False,False,True,False,False,False,False,True,9.199999999999989,1,1
1404,61.5,127,True,False,False,True,False,False,False,True,False,9.299999999999956,1,1
1290,70.0,139,True,False,False,True,False,False,False,True,False,9.5,1,1
1369,56.2,208,True,False,False,False,True,False,False,True,False,9.5,1,1
1671,30.5,234,True,True,False,False,False,False,False,False,True,9.800000000000011,1,1
1356,65.3,66,True,False,False,True,False,False,False,True,False,10.199999999999989,1,1
1339,59.1,203,True,False,False,False,True,False,False,True,False,9.899999999999975,1,1
1236,64.4,177,True,False,False,False,True,False,False,True,False,10.100000000000025,1,1
1399,58.0,190,True,False,False,False,True,False,False,True,False,10.0,1,1
1577,37.9,227,True,True,False,False,False,False,False,True,False,9.800000000000011,1,1
1282,67.9,10,True,False,False,True,False,False,False,True,False,9.799999999999956,1,1
1379,57.3,204,True,False,False,False,True,False,False,True,False,9.5,1,1
1493,37.8,206,True,True,False,False,False,False,False,True,False,9.600000000000025,1,1
1397,45.9,210,True,True,False,False,False,False,True,False,False,9.399999999999975,1,1
1394,46.7,210,True,True,False,False,False,False,True,False,False,9.599999999999966,1,1
1312,65.3,192,True,False,False,False,True,False,False,True,False,9.099999999999966,1,1
1312,73.6,49,True,False,False,True,False,False,False,True,False,9.299999999999956,1,1
1368,63.7,92,True,False,False,True,False,False,False,False,True,9.300000000000011,1,1
1309,65.8,75,True,False,False,True,False,False,False,False,True,9.0,1,1
1380,51.8,216,True,False,False,False,True,False,False,True,False,9.099999999999966,1,1
1336,65.6,0,True,False,False,True,False,False,False,False,True,9.199999999999989,1,1
1441,44.3,208,True,True,False,False,False,False,False,True,False,9.300000000000011,1,1
2636,12.2,100,True,False,False,True,False,False,False,False,True,9.599999999999966,1,1
1461,52.9,208,True,False,False,False,True,False,False,True,False,10.400000000000034,1,1
1322,67.2,18,True,False,False,True,False,False,False,True,False,10.599999999999966,1,1
2478,13.4,170,True,False,False,True,False,False,False,True,False,10.400000000000034,1,1
2633,12.2,17,True,False,False,True,False,False,False,True,False,10.0,1,1
1648,30.5,217,True,True,False,False,False,False,False,True,False,9.699999999999989,1,1
1362,60.3,206,True,False,False,False,True,False,False,True,False,10.0,1,1
1288,69.6,62,True,False,False,True,False,False,False,True,False,10.300000000000011,1,1
1692,29.0,216,True,True,False,False,False,False,False,False,True,11.399999999999975,1,1
1372,60.1,212,True,False,False,False,True,False,False,True,False,11.299999999999956,1,1
1524,38.9,214,True,True,False,False,False,False,False,True,False,11.300000000000011,1,1
2579,12.5,64,True,False,False,True,False,False,False,True,False,11.199999999999989,1,1
1381,65.2,136,True,False,False,True,False,False,False,False,True,10.899999999999975,1,1
1255,71.8,149,True,False,False,True,False,False,False,True,False,10.800000000000011,1,1
1296,61.3,202,True,False,False,False,True,False,False,False,True,10.600000000000025,1,1
1270,67.5,208,True,False,False,False,True,False,False,True,False,10.699999999999989,1,1
1336,58.4,189,True,False,False,False,True,False,False,True,False,11.100000000000025,1,1
2097,18.9,232,True,True,False,False,False,False,False,False,True,11.0,1,1
1368,57.9,191,True,False,False,False,True,False,False,True,False,11.300000000000011,1,1
1272,59.2,198,True,False,False,False,True,False,False,True,False,11.400000000000034,1,1
1200,76.6,3,True,False,False,True,False,False,False,True,False,11.200000000000044,1,1
1374,47.9,222,True,True,False,False,False,False,False,False,True,11.399999999999975,1,1
1465,59.1,91,True,False,False,True,False,False,False,True,False,11.599999999999966,1,1
1335,57.1,194,True,False,False,False,True,False,False,True,False,11.199999999999989,1,1
2710,9.7,143,True,False,False,True,False,False,False,False,True,11.199999999999989,1,1
1399,50.2,222,True,False,False,False,True,False,False,True,False,11.199999999999989,1,1
1553,33.1,209,True,True,False,False,False,False,False,False,True,11.400000000000034,1,1
1229,65.2,209,True,False,False,False,True,False,False,True,False,11.299999999999956,1,1
1376,53.9,215,True,False,False,False,True,False,False,True,False,11.400000000000034,1,1
1737,27.0,225,True,True,False,False,False,False,False,True,False,11.5,1,1
1303,68.6,111,True,False,False,True,False,False,False,False,True,11.300000000000011,1,1
1402,69.7,64,True,False,False,True,False,False,False,False,True,11.400000000000034,1,1
1385,46.3,203,True,True,False,False,False,False,False,True,False,11.0,1,1
2617,12.1,102,True,False,False,True,False,False,False,True,False,11.199999999999989,1,1
1181,65.9,203,True,False,False,False,True,False,False,True,False,11.100000000000025,1,1
1334,72.0,151,True,False,False,True,False,False,False,False,True,10.600000000000025,1,1
1369,50.6,220,True,False,False,False,True,False,False,True,False,11.0,1,1
1475,40.5,222,True,True,False,False,False,False,False,True,False,10.900000000000034,1,1
1323,44.4,207,True,True,False,False,False,False,False,True,False,11.399999999999975,1,1
1340,61.3,207,True,False,False,False,True,False,False,False,True,10.900000000000034,1,1
1396,52.7,212,True,False,False,False,True,False,False,True,False,10.899999999999975,1,1
1615,35.4,217,True,True,False,False,False,False,False,True,False,10.800000000000011,1,1
1871,25.6,200,True,True,False,False,False,False,False,True,False,11.099999999999966,1,1
1403,64.2,0,True,False,False,True,False,False,False,True,False,11.199999999999989,1,1
1354,53.9,207,True,False,False,False,True,False,False,True,False,10.5,1,1
1398,55.4,217,True,False,False,False,True,False,False,True,False,10.699999999999989,1,1
1922,23.3,205,True,True,False,False,False,False,False,True,False,11.099999999999966,1,1
1377,62.5,92,True,False,False,True,False,False,False,True,False,11.199999999999989,1,1
1373,55.7,201,True,False,False,False,True,False,False,True,False,10.899999999999975,1,1
1367,56.3,203,True,False,False,False,True,False,False,True,False,10.899999999999975,1,1
1287,61.9,216,True,False,False,False,True,False,False,True,False,10.900000000000034,1,1
1435,48.8,229,True,False,False,False,True,False,False,True,False,11.0,1,1
1317,54.8,231,True,False,False,False,True,False,False,True,False,11.099999999999966,1,1
1352,48.9,238,True,False,False,False,True,False,False,True,False,11.100000000000025,1,1
2271,16.2,218,True,True,False,False,False,False,False,True,False,11.199999999999989,1,1
1294,66.7,12,True,False,False,True,False,False,False,True,False,11.0,1,1
1360,60.9,187,True,False,False,False,True,False,False,True,False,10.899999999999975,1,1
1337,56.1,206,True,False,False,False,True,False,False,True,False,11.0,1,1
1551,42.8,0,False,False,False,False,False,False,False,False,True,10.5,0,0
1408,46.3,3,False,False,False,False,False,False,False,True,False,10.5,0,0
1498,49.4,5,False,False,False,False,False,False,False,True,False,10.399999999999975,0,0
1433,39.5,7,False,False,False,False,False,False,False,True,False,10.400000000000034,0,0
1408,40.0,9,False,False,False,False,False,False,False,True,False,10.5,0,0
1425,41.9,11,False,False,False,False,False,False,False,False,True,10.5,0,0
1558,42.4,14,False,False,False,False,False,False,False,True,False,10.5,0,0
1527,40.2,16,False,False,False,False,False,False,False,True,False,10.5,0,0
1667,28.6,18,False,False,False,False,False,False,False,False,True,10.399999999999975,0,0
1741,28.0,21,False,False,False,False,False,False,False,False,True,10.5,0,0
1782,23.9,24,False,False,False,False,False,False,True,False,False,10.5,0,0
1423,44.3,29,False,False,False,False,False,False,True,False,False,10.5,0,0
1339,51.1,34,False,False,False,False,False,False,False,False,True,10.5,0,0
